link,title,location,company_name,description,post_time 
https://wuzzuf.net//jobs/p/u9dpu7Pf1oWk-Core-Banking-Solution-Support-Cairo-Egypt?o=422&l=sp&t=sj&a=data science|search-v3|hpb,Core Banking Solution Support,"Nasr City, Cairo, Egypt ",Confidential -,Full Time Experienced · 3 - 5 Yrs of Exp · Banking · Business Development · IT/Software Development · Banking · Computer Science · Core Banking · Engineering · Information Technology (IT),2 months ago
https://wuzzuf.net//jobs/p/1TQAeepNOzTT-Senior-Java-Developer-Media-Sci-Cairo-Egypt?o=423&l=sp&t=sj&a=data science|search-v3|hpb,Senior Java Developer,"New Cairo, Cairo, Egypt ",Media Sci -,Full Time Work From HomeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Python · MySQL · Software Development · Software Engineering · SOAP · Git,2 months ago
https://wuzzuf.net//jobs/p/mxeT3cg7Hyq0-Senior-Android-Developer-Arabian-Systems-Cairo-Egypt?o=424&l=sp&t=sj&a=data science|search-v3|hpb,Senior Android Developer,"New Cairo, Cairo, Egypt ",Arabian Systems -,Full Time Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Kotlin · MVVM architecture design · Object-Oriented Design · Dagger2 · Android SDK · android jetpack library · Android Application,1 month ago
https://wuzzuf.net//jobs/p/aaYo1UtjF1nW-GIS-application-analyst-Perfect-Presentation-Giza-Egypt?o=425&l=sp&t=sj&a=data science|search-v3|hpb,GIS application analyst,"6th of October, Giza, Egypt ",Perfect Presentation -,Full Time Experienced · 5 - 7 Yrs of Exp · IT/Software Development · GIS · Information Technology (IT),8 days ago
https://wuzzuf.net//jobs/p/xOKWHHGR8Yet-Business-Analyst-Project-Based---1-year-ITS-Cairo-Egypt?o=426&l=sp&t=sj&a=data science|search-v3|hpb,Business Analyst (Project Based - 1 year),"Cairo, Egypt ",ITS  -,Full Time Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Agile · Analysis · Business Analysis · Computer Science · Supply Chain · Management · Information Technology (IT),2 months ago
https://wuzzuf.net//jobs/p/ynvuMTsDNMvj-Senior-Electrical-Engineer-BariQ-Giza-Egypt?o=427&l=sp&t=sj&a=data science|search-v3|hpb,Senior Electrical Engineer,"6th of October, Giza, Egypt ",BariQ -,Full Time Experienced · 5 - 7 Yrs of Exp · Engineering - Mechanical/Electrical · Electrical Engineering · Engineering · Automation · Computer Science · Electrical · English · FMCG · PLC · SCADA,2 months ago
https://wuzzuf.net//jobs/p/b7wCd2sErszU-Tech-Lead-Team-Obeikan-Digital-Solutions-Cairo-Egypt?o=428&l=sp&t=sj&a=data science|search-v3|hpb,Tech Lead Team,"New Cairo, Cairo, Egypt ",Obeikan Digital Solutions -,Full Time Manager · 6 - 10 Yrs of Exp · IT/Software Development · Angular · MongoDB,9 days ago
https://wuzzuf.net//jobs/p/QV4tMycqKDfu-ADF-Developer-SURE-International-Technology-Cairo-Egypt?o=429&l=sp&t=sj&a=data science|search-v3|hpb,ADF Developer,"Cairo, Egypt ",SURE International Technology -,Full Time Work From HomeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · ADF · Oracle ADF · Oracle · Computer Science · Information Technology (IT) · BPM · Computer Engineering · Database,2 months ago
https://wuzzuf.net//jobs/p/es3L17WqKPX6-Toll-Manufacturing-Coordinator-Semak-Giza-Egypt?o=430&l=sp&t=sj&a=data science|search-v3|hpb,Toll Manufacturing Coordinator,"Dokki, Giza, Egypt ",Semak -,Full Time Experienced · 2 - 4 Yrs of Exp · Manufacturing/Production · Pharmaceutical · Manufacturing · Toll Manufacturing · Pharmaceutical production · Pharmaceutical · Production · Communication · English,10 days ago
https://wuzzuf.net//jobs/p/GtRh4TTlRCp5-Senior-Back-end-Developer-Ayamedica-Cairo-Egypt?o=431&l=sp&t=sj&a=data science|search-v3|hpb,Senior Back-end Developer,"New Cairo, Cairo, Egypt ",Ayamedica -,Full Time Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Development · GraphQL · MongoDB · Software Development,10 days ago
https://wuzzuf.net//jobs/p/tw5Ez35Oc2Wc-Odoo-Technical-Team-Leader-Ejadtech-Giza-Egypt?o=432&l=sp&t=sj&a=data science|search-v3|hpb,Odoo Technical Team Leader,"Dokki, Giza, Egypt ",Ejadtech -,Full Time Manager · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · Architecture · Git · Information Technology (IT) · JavaScript · ORM · SQL,2 months ago
https://wuzzuf.net//jobs/p/cz9jWvAx4SZf-Database-Administrator-CYSHIELD-Cairo-Egypt?o=433&l=sp&t=sj&a=data science|search-v3|hpb,Database Administrator,"Sheraton, Cairo, Egypt ",CYSHIELD -,Full Time Experienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Backup · Computer Science · Database · Configuration · Engineering · Information Technology (IT) · MongoDB,2 months ago
https://wuzzuf.net//jobs/p/hfeZwnoFGbaU-Regulatory-Affairs-Specialist-Cairo-Egypt?o=434&l=sp&t=sj&a=data science|search-v3|hpb,Regulatory Affairs Specialist,"New Cairo, Cairo, Egypt ",Confidential -,Full Time Entry Level · 2 - 4 Yrs of Exp · Medical/Healthcare · Medical Devices · Registration · Regulatory Affairs · regulatory,11 days ago
https://wuzzuf.net//jobs/p/yFYx4jS5aunT-Product-Owner-ServerHub-Cairo-Egypt?o=435&l=sp&t=sj&a=data science|search-v3|hpb,Product Owner,"Cairo, Egypt ",ServerHub -,Full Time Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Product · Software Development · Technology · Research · Information technology,2 months ago
https://wuzzuf.net//jobs/p/FPhLRJO7l3Vf-Cloud-Engineer-34ML-Cairo-Egypt?o=436&l=sp&t=sj&a=data science|search-v3|hpb,Cloud Engineer,"Heliopolis, Cairo, Egypt ",34ML -,Full Time Entry Level · 0 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Information Technology (IT) · MEAN Stack · Mobile Development · Objective-C · Software Design · Web Development · Web Design,2 months ago
https://wuzzuf.net//jobs/p/jYGBDQ9jEOXe-Presales-Engineer-Target-Integrated-Systems-Cairo-Egypt?o=437&l=sp&t=sj&a=data science|search-v3|hpb,Presales Engineer.,"Maadi, Cairo, Egypt ",Target Integrated Systems -,Full Time Experienced · 2+ Yrs of Exp · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Communication · Communication skills · Computer Science · Engineering · Information Technology (IT) · English · network,2 months ago
https://wuzzuf.net//jobs/p/SAXUVoYY9hIr-Network-Engineer-Lazurde-for-Jewelry-Cairo-Egypt?o=438&l=sp&t=sj&a=data science|search-v3|hpb,Network Engineer,"Obour City, Cairo, Egypt ",L'azurde for Jewelry -,Full Time Entry Level · 1 - 2 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Communication · Computer Science · Engineering · Information Technology (IT) · Networking · Infrastructure · Network Security,2 months ago
https://wuzzuf.net//jobs/p/nxX4VJKkMggf-Materials-Engineer-Mobica-Giza-Egypt?o=439&l=sp&t=sj&a=data science|search-v3|hpb,Materials Engineer,"Abu Rawash, Giza, Egypt ",Mobica -,Full Time Experienced · 2 - 5 Yrs of Exp · Manufacturing/Production · Civil Engineering · Production · Engineering · Mechanical Engineering · Materials · AutoCAD · Manufacturing · Materials Science,2 months ago
https://wuzzuf.net//jobs/p/JT9h2w99WAY4-Dynamics-CRM-365-Developer-Rawaj-HCM-Cairo-Egypt?o=440&l=sp&t=sj&a=data science|search-v3|hpb,Dynamics CRM 365 Developer,"Maadi, Cairo, Egypt ",Rawaj-HCM -,Full Time Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Dynamics CRM · CRM · Dynamics · Software Development · Computer Science · Ax · D365,2 months ago
https://wuzzuf.net//jobs/p/4pLcSAvCGkSB-System-DB-AdministratorDeveloper-Global-Academic-Foundation-Hosting-University-of-Hertfordshire-UH-Cairo-Egypt?o=441&l=sp&t=sj&a=data science|search-v3|hpb,System & DB Administrator/Developer,"New Capital, Cairo, Egypt ",Global Academic Foundation Hosting University of Hertfordshire UH -,Full Time Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Development · Information Technology (IT) · Database · SQL · Telecom Engineering · Software Development · System Administration,2 months ago
https://wuzzuf.net//jobs/p/tiTmZoA7L8RW-Python-Developer-Cairo-Egypt?o=442&l=sp&t=sj&a=data science|search-v3|hpb,Python Developer,"New Cairo, Cairo, Egypt ",Confidential -,Full Time Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Django · Flask · UI/UX · RESTful APIs · Unit Testing · Solid Edge · Front-End Development · Back-End Development,30 days ago
https://wuzzuf.net//jobs/p/olsTWiZ0PbCM-Web-Developer-Arlation-Media-Services-Giza-Egypt?o=443&l=sp&t=sj&a=data science|search-v3|hpb,Web Developer,"Dokki, Giza, Egypt ",Arlation Media Services -,Full Time Entry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · JavaScript · Web Design · CSS · CSS3 · HTML · HTML5 · Information Technology (IT),2 months ago
https://wuzzuf.net//jobs/p/nkzfa1EqXnHh-Odoo-Implementer-Naguib-Selim-Cairo-Egypt?o=444&l=sp&t=sj&a=data science|search-v3|hpb,Odoo Implementer,"Nasr City, Cairo, Egypt ",Naguib Selim -,Full Time Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo Development · ERP Implementation · knowledge of business processes · ERP · ERP System · Computer Science · Communication,2 months ago
https://wuzzuf.net//jobs/p/GoCdQMMeBTqX-Business-Development-Analyst-Cilantro-Cairo-Egypt?o=445&l=sp&t=sj&a=data science|search-v3|hpb,Business Development Analyst,"Maadi, Cairo, Egypt ",Cilantro -,Full Time Entry Level · 1 - 2 Yrs of Exp · Business Development · IT/Software Development · Analyst/Research · Business Development · business · BI · SQL · Microsoft Power BI · Business Analysis · Business Analytics,2 months ago
https://wuzzuf.net//jobs/p/hzkv0olxnVEb-Monitoring-Agent-Soc-e-finance-Giza-Egypt?o=446&l=sp&t=sj&a=data science|search-v3|hpb,"Monitoring Agent "" Soc""","6th of October, Giza, Egypt ",e-finance -,Full Time Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Monitoring · Security · Engineering · Computer Science · Information Technology (IT),2 months ago
https://wuzzuf.net//jobs/p/1cVON10due3Y-Technical-Support-Officer-Zewail-City-Giza-Egypt?o=447&l=sp&t=sj&a=data science|search-v3|hpb,Technical Support Officer,"Giza, Egypt ",Zewail City -,Full Time Experienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Skills · Microsoft Office · Information Technology (IT) · Communication skills · Software · English · Google Workspace,1 month ago
https://wuzzuf.net//jobs/p/ddkohl5W45j7-EPM-SharePoint-RMG-Riyadh-Saudi-Arabia?o=448&l=sp&t=sj&a=data science|search-v3|hpb,EPM SharePoint,"Riyadh, Saudi Arabia ",RMG -,Full Time Experienced · 5+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · EPM · Installation · Configuration · Security · Reporting · Microsoft Project · Software Development,2 months ago
https://wuzzuf.net//jobs/p/PfkPf9pfD6kN-Safety-Officer-TAQA-Power-Cairo-Egypt?o=449&l=sp&t=sj&a=data science|search-v3|hpb,Safety Officer,"Maadi, Cairo, Egypt ",TAQA Power -,Full Time Experienced · 3 - 5 Yrs of Exp · R&D/Science · Quality · Engineering - Mechanical/Electrical · Engineering · Nebosh · HSE · OIL & GAS · OSHA · Safety,8 days ago
https://wuzzuf.net//jobs/p/inodEvP65b4k-Business-Solutions-Senior-Specialist--ERP-Kandil-Industries-Cairo-Egypt?o=450&l=sp&t=sj&a=data science|search-v3|hpb,Business Solutions Senior Specialist- ERP,"10th of Ramadan City, Cairo, Egypt ",Kandil Industries -,Full Time Experienced · 4 - 8 Yrs of Exp · IT/Software Development · Analyst/Research · business · ERP · ERP Solutions · ERP System,1 month ago
https://wuzzuf.net//jobs/p/c5wkBPqBLaHm-Senior-UXUI-Designer-Automated-Systems-Cairo-Egypt?o=451&l=sp&t=sj&a=data science|search-v3|hpb,Senior UX/UI Designer,"Maadi, Cairo, Egypt ",Automated Systems -,Full Time Experienced · 4 - 8 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · CSS3 · Information Technology (IT) · UX · UI · HTML5 · Adobe Illustrator · Adobe Photoshop,2 months ago
https://wuzzuf.net//jobs/p/AsKTkdFkSvke-Associate-Product-Manager-Helm-Organization-Cairo-Egypt?o=452&l=sp&t=sj&a=data science|search-v3|hpb,Associate Product Manager,"Maadi, Cairo, Egypt ",Helm Organization -,Full Time Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Marketing/PR/Advertising · Project/Program Management · Communication · Communication skills · Information Technology (IT) · Marketing · Product · Product Management · Management,1 month ago
https://wuzzuf.net//jobs/p/TiT8Y3yUtL4Z-System-Business-Analyst-Exceed-Cairo-Egypt?o=453&l=sp&t=sj&a=data science|search-v3|hpb,System / Business Analyst,"Cairo, Egypt ",Exceed -,Full Time Freelance / ProjectWork From HomeExperienced · 4 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Business Analysis · System Analysis,1 month ago
https://wuzzuf.net//jobs/p/14viUie8bFtq-Commercial-Executive-Magnom-Cairo-Egypt?o=454&l=sp&t=sj&a=data science|search-v3|hpb,Commercial Executive,"New Cairo, Cairo, Egypt ",Magnom -,Full Time Experienced · 5 - 10 Yrs of Exp · Engineering - Construction/Civil/Architecture · Business Development · Sales/Retail · Communication · Commercial · Management · Customer Service · sales skills · Sales,24 days ago
https://wuzzuf.net//jobs/p/E5mjoveTFHlD-Research-And-Development-Specialist-Infinity-Clinic-Pharma-Cairo-Egypt?o=455&l=sp&t=sj&a=data science|search-v3|hpb,Research And Development Specialist,"Nasr City, Cairo, Egypt ",Infinity Clinic Pharma -,Full Time Entry Level · 0 - 2 Yrs of Exp · R&D/Science · Pharmaceutical · Pharmaceutical · Cosmetics · Chemist · Research,17 days ago
https://wuzzuf.net//jobs/p/ofPI0DglAx2d-Hospital-Campaign-STIO-Life-Science-Cairo-Egypt?o=456&l=sp&t=sj&a=data science|search-v3|hpb,Hospital Campaign,"Cairo, Egypt ",STIO Life Science -,Freelance / Project Entry Level · Marketing/PR/Advertising · Online Marketing · Digital Marketing · Marketing · Telesales · Sales · medical representative · Promotional Campaigns · Marketing Campaigns,17 days ago
https://wuzzuf.net//jobs/p/0RazMFeh9K1T-VMS-Product-Manager-Cairo-Egypt?o=457&l=sp&t=sj&a=data science|search-v3|hpb,VMS Product Manager,"Nasr City, Cairo, Egypt ",Confidential -,Full Time Manager · 5 - 8 Yrs of Exp · Marketing/PR/Advertising · Medical/Healthcare · Pharmaceutical · MBA · Marketing · Product Management · Pharmaceutical · Medical · Management · Product Development,1 month ago
https://wuzzuf.net//jobs/p/H57aww4RCMvs-Senior-Surveyor---Consultant-Firm-Elgabaly-Architects-Cairo-Egypt?o=458&l=sp&t=sj&a=data science|search-v3|hpb,Senior Surveyor - Consultant Firm,"New Cairo, Cairo, Egypt ",Elgabaly Architects -,Full Time Experienced · 10 - 15 Yrs of Exp · Engineering - Construction/Civil/Architecture · Quality · Engineering - Other · CAD · Surveying · Construction · Engineering · Civil Engineering · Quantity Surveyor,1 month ago
https://wuzzuf.net//jobs/p/Anaka4dwFmWn-District-Manager-Cairo-Splendid-Pharma-Cairo-Egypt?o=459&l=sp&t=sj&a=data science|search-v3|hpb,District Manager Cairo,"Cairo, Egypt ",Splendid Pharma -,Full Time Manager · 5 - 10 Yrs of Exp · R&D/Science · Sales/Retail · Pharmaceutical · Pharmacy · sales skills · Sales · Sales Target,2 months ago
https://wuzzuf.net//jobs/p/wa3ddD93oxDP-Research-Development-System-Design-Engineer-Refrigerator-Beko-Sharqia-Egypt?o=460&l=sp&t=sj&a=data science|search-v3|hpb,Research & Development System Design Engineer (Refrigerator ),"10th of Ramadan City, Sharqia, Egypt ",Beko -,Full Time Experienced · 7+ Yrs of Exp · R&D/Science · Engineering - Mechanical/Electrical · R&D · English · Engineering · Manufacturing · Mechanical · Mechanical Engineering · Design,2 months ago
https://wuzzuf.net//jobs/p/Xlqhll4wkY9d-Growth-Manager-Raya-Distribution-Cairo-Egypt?o=461&l=sp&t=sj&a=data science|search-v3|hpb,Growth Manager,"Maadi, Cairo, Egypt ",Raya Distribution -,Full Time Manager · 5+ Yrs of Exp · Operations/Management · Marketing/PR/Advertising · Analysis · Digital Marketing · E-Commerce · Marketing · Sales · Social Media · Analytics · Analytics tools,2 months ago
